ticker,contract,type,strike,expiration,last,volume,openInterest,addedAt
MSFT,.MSFT260731C430,CALL,430.00,2026-07-31,2.52,3983,15772,2026-07-29 12:51:09
MSFT,.MSFT260731C435,CALL,435.00,2026-07-31,1.95,3402,14612,2026-07-29 12:51:09
MSFT,.MSFT260731C440,CALL,440.00,2026-07-31,1.45,1957,6288,2026-07-29 12:51:09
MSFT,.MSFT260803C390,CALL,390.00,2026-08-03,16.88,1815,3215,2026-07-29 12:51:09
MSFT,.MSFT260803C392.5,CALL,392.50,2026-08-03,15.00,1473,2299,2026-07-29 12:51:09
MSFT,.MSFT260803C395,CALL,395.00,2026-08-03,13.71,1499,1517,2026-07-29 12:51:09
MSFT,.MSFT260803C397.5,CALL,397.50,2026-08-03,12.79,1358,1251,2026-07-29 12:51:09
MSFT,.MSFT260803C400,CALL,400.00,2026-08-03,11.40,2157,1672,2026-07-29 12:51:09
MSFT,.MSFT260807C390,CALL,390.00,2026-08-07,17.64,984,2780,2026-07-29 12:51:09
MSFT,.MSFT260807C400,CALL,400.00,2026-08-07,13.05,2686,3008,2026-07-29 12:51:09
MSFT,.MSFT260807C420,CALL,420.00,2026-08-07,6.45,784,9358,2026-07-29 12:51:09
MSFT,.MSFT260807C430,CALL,430.00,2026-08-07,4.16,659,4641,2026-07-29 12:51:09
MSFT,.MSFT260821C400,CALL,400.00,2026-08-21,16.05,1159,19452,2026-07-29 12:51:09
MSFT,.MSFT260821C405,CALL,405.00,2026-08-21,14.02,1670,5543,2026-07-29 12:51:09
MSFT,.MSFT260821C410,CALL,410.00,2026-08-21,12.35,1022,12351,2026-07-29 12:51:09
MSFT,.MSFT260821C420,CALL,420.00,2026-08-21,8.90,2156,18711,2026-07-29 12:51:09
MSFT,.MSFT260821C430,CALL,430.00,2026-08-21,6.46,845,14130,2026-07-29 12:51:09
MSFT,.MSFT260821C435,CALL,435.00,2026-08-21,5.46,2080,7032,2026-07-29 12:51:09
MSFT,.MSFT260821C440,CALL,440.00,2026-08-21,4.62,3926,13977,2026-07-29 12:51:09
MSFT,.MSFT260821C450,CALL,450.00,2026-08-21,3.29,1750,49103,2026-07-29 12:51:09
MSFT,.MSFT260821C455,CALL,455.00,2026-08-21,2.67,864,7020,2026-07-29 12:51:09
MSFT,.MSFT260821C460,CALL,460.00,2026-08-21,2.34,9572,74843,2026-07-29 12:51:09
MSFT,.MSFT260821C470,CALL,470.00,2026-08-21,1.65,8621,17003,2026-07-29 12:51:09
MSFT,.MSFT260731P345,PUT,345.00,2026-07-31,0.77,550,1187,2026-07-29 12:51:09
MSFT,.MSFT260731P350,PUT,350.00,2026-07-31,1.18,5186,6973,2026-07-29 12:51:09
MSFT,.MSFT260731P352.5,PUT,352.50,2026-07-31,1.40,1297,459,2026-07-29 12:51:09
MSFT,.MSFT260731P355,PUT,355.00,2026-07-31,1.71,1059,1695,2026-07-29 12:51:09
MSFT,.MSFT260731P360,PUT,360.00,2026-07-31,2.40,1705,5381,2026-07-29 12:51:09
MSFT,.MSFT260731P362.5,PUT,362.50,2026-07-31,2.85,634,989,2026-07-29 12:51:09
MSFT,.MSFT260731P365,PUT,365.00,2026-07-31,3.25,881,2360,2026-07-29 12:51:09
MSFT,.MSFT260731P367.5,PUT,367.50,2026-07-31,3.76,805,2165,2026-07-29 12:51:09
MSFT,.MSFT260731P370,PUT,370.00,2026-07-31,4.40,1610,6062,2026-07-29 12:51:09
MSFT,.MSFT260731P372.5,PUT,372.50,2026-07-31,5.00,635,337,2026-07-29 12:51:09
MSFT,.MSFT260731P375,PUT,375.00,2026-07-31,5.63,643,2145,2026-07-29 12:51:09
MSFT,.MSFT260731P380,PUT,380.00,2026-07-31,7.20,1765,6871,2026-07-29 12:51:09
MSFT,.MSFT260731P385,PUT,385.00,2026-07-31,9.00,926,1676,2026-07-29 12:51:09
MSFT,.MSFT260731P387.5,PUT,387.50,2026-07-31,9.95,567,914,2026-07-29 12:51:09
MSFT,.MSFT260731P390,PUT,390.00,2026-07-31,10.95,1679,2010,2026-07-29 12:51:09
MSFT,.MSFT260731P392.5,PUT,392.50,2026-07-31,12.10,3949,617,2026-07-29 12:51:09
MSFT,.MSFT260731P395,PUT,395.00,2026-07-31,13.25,1088,2032,2026-07-29 12:51:09
MSFT,.MSFT260803P400,PUT,400.00,2026-08-03,16.91,755,85,2026-07-29 12:51:09
MSFT,.MSFT260805P350,PUT,350.00,2026-08-05,1.86,2718,315,2026-07-29 12:51:09
MSFT,.MSFT260807P350,PUT,350.00,2026-08-07,2.11,2285,1378,2026-07-29 12:51:09
MSFT,.MSFT260807P370,PUT,370.00,2026-08-07,5.81,514,1678,2026-07-29 12:51:09
MSFT,.MSFT260807P380,PUT,380.00,2026-08-07,8.80,3348,2987,2026-07-29 12:51:09
MSFT,.MSFT260814P395,PUT,395.00,2026-08-14,17.46,1524,1918,2026-07-29 12:51:09
MSFT,.MSFT260821P380,PUT,380.00,2026-08-21,11.65,845,8323,2026-07-29 12:51:09
MSFT,.MSFT260821P390,PUT,390.00,2026-08-21,16.02,986,6090,2026-07-29 12:51:09
BABA,.BABA260731C114,CALL,114.00,2026-07-31,2.24,707,922,2026-07-29 12:51:09
BABA,.BABA260731C115,CALL,115.00,2026-07-31,2.02,756,3718,2026-07-29 12:51:09
BABA,.BABA260731C116,CALL,116.00,2026-07-31,1.53,535,1837,2026-07-29 12:51:09
BABA,.BABA260731C117,CALL,117.00,2026-07-31,1.19,1260,2507,2026-07-29 12:51:09
BABA,.BABA260731C120,CALL,120.00,2026-07-31,0.50,3432,15262,2026-07-29 12:51:09
BABA,.BABA260731C122,CALL,122.00,2026-07-31,0.27,605,5252,2026-07-29 12:51:09
BABA,.BABA260731C125,CALL,125.00,2026-07-31,0.11,764,7321,2026-07-29 12:51:09
BABA,.BABA260807C120,CALL,120.00,2026-08-07,1.63,1126,2396,2026-07-29 12:51:09
BABA,.BABA260821C120,CALL,120.00,2026-08-21,3.71,854,14442,2026-07-29 12:51:09
BABA,.BABA260731P106,PUT,106.00,2026-07-31,0.09,592,5363,2026-07-29 12:51:09
BABA,.BABA260731P110,PUT,110.00,2026-07-31,0.30,743,2636,2026-07-29 12:51:09
BABA,.BABA260731P114,PUT,114.00,2026-07-31,1.34,585,695,2026-07-29 12:51:09
BABA,.BABA260731P115,PUT,115.00,2026-07-31,1.74,644,1503,2026-07-29 12:51:09
ASTS,.ASTS260731C57,CALL,57.00,2026-07-31,1.13,556,544,2026-07-29 12:51:09
ASTS,.ASTS260731C58,CALL,58.00,2026-07-31,0.85,871,2045,2026-07-29 12:51:09
ASTS,.ASTS260731C59,CALL,59.00,2026-07-31,0.64,910,823,2026-07-29 12:51:09
ASTS,.ASTS260731C60,CALL,60.00,2026-07-31,0.50,3917,2489,2026-07-29 12:51:09
ASTS,.ASTS260731C62,CALL,62.00,2026-07-31,0.26,554,999,2026-07-29 12:51:09
ASTS,.ASTS260731C65,CALL,65.00,2026-07-31,0.11,1652,2954,2026-07-29 12:51:09
ASTS,.ASTS260731C67,CALL,67.00,2026-07-31,0.08,518,1376,2026-07-29 12:51:09
ASTS,.ASTS260807C60,CALL,60.00,2026-08-07,1.85,652,1156,2026-07-29 12:51:09
ASTS,.ASTS260807C65,CALL,65.00,2026-08-07,0.97,1301,790,2026-07-29 12:51:09
ASTS,.ASTS260807C70,CALL,70.00,2026-08-07,0.49,902,2243,2026-07-29 12:51:09
ASTS,.ASTS260731P50,PUT,50.00,2026-07-31,0.49,528,2253,2026-07-29 12:51:09
ASTS,.ASTS260731P55,PUT,55.00,2026-07-31,2.21,825,2301,2026-07-29 12:51:09
ASTS,.ASTS260731P58,PUT,58.00,2026-07-31,3.90,506,1656,2026-07-29 12:51:09
ASTS,.ASTS260807P55,PUT,55.00,2026-08-07,3.85,590,749,2026-07-29 12:51:09
ASTS,.ASTS260821P50,PUT,50.00,2026-08-21,4.00,1198,7377,2026-07-29 12:51:09
CRCL,.CRCL260731C80,CALL,80.00,2026-07-31,0.02,651,2585,2026-07-29 12:51:09
CRCL,.CRCL260807C70,CALL,70.00,2026-08-07,2.05,2279,2250,2026-07-29 12:51:09
CRCL,.CRCL260807C80,CALL,80.00,2026-08-07,0.63,2199,1243,2026-07-29 12:51:09
CRCL,.CRCL260814C70,CALL,70.00,2026-08-14,2.75,1108,1125,2026-07-29 12:51:09
BA,.BA260731C210,CALL,210.00,2026-07-31,4.80,697,1211,2026-07-29 12:51:09
BA,.BA260731C215,CALL,215.00,2026-07-31,2.24,2090,4326,2026-07-29 12:51:09
BA,.BA260731C217.5,CALL,217.50,2026-07-31,1.40,1400,1429,2026-07-29 12:51:09
BA,.BA260731C220,CALL,220.00,2026-07-31,0.80,1813,3284,2026-07-29 12:51:09
BA,.BA260731C222.5,CALL,222.50,2026-07-31,0.38,835,935,2026-07-29 12:51:09
BA,.BA260731C225,CALL,225.00,2026-07-31,0.22,1951,3318,2026-07-29 12:51:09
BA,.BA260731C227.5,CALL,227.50,2026-07-31,0.13,1035,1260,2026-07-29 12:51:09
BA,.BA260731C230,CALL,230.00,2026-07-31,0.04,2740,4548,2026-07-29 12:51:09
BA,.BA260731C235,CALL,235.00,2026-07-31,0.04,2169,4208,2026-07-29 12:51:09
BA,.BA260731C240,CALL,240.00,2026-07-31,0.02,811,2314,2026-07-29 12:51:09
BA,.BA260807C217.5,CALL,217.50,2026-08-07,3.10,680,608,2026-07-29 12:51:09
BA,.BA260807C222.5,CALL,222.50,2026-08-07,1.67,675,967,2026-07-29 12:51:09
BA,.BA260807C225,CALL,225.00,2026-08-07,1.25,1255,826,2026-07-29 12:51:09
BA,.BA260807C230,CALL,230.00,2026-08-07,0.53,631,832,2026-07-29 12:51:09
BA,.BA260807C235,CALL,235.00,2026-08-07,0.26,596,835,2026-07-29 12:51:09
BA,.BA260731P195,PUT,195.00,2026-07-31,0.08,1394,1987,2026-07-29 12:51:09
BA,.BA260731P197.5,PUT,197.50,2026-07-31,0.10,538,1193,2026-07-29 12:51:09
BA,.BA260731P200,PUT,200.00,2026-07-31,0.23,996,3376,2026-07-29 12:51:09
BA,.BA260731P205,PUT,205.00,2026-07-31,0.59,2145,1632,2026-07-29 12:51:09
BA,.BA260731P207.5,PUT,207.50,2026-07-31,1.04,1046,928,2026-07-29 12:51:09
BA,.BA260731P210,PUT,210.00,2026-07-31,1.80,1005,1905,2026-07-29 12:51:09
BA,.BA260807P205,PUT,205.00,2026-08-07,1.99,801,431,2026-07-29 12:51:09
RKLB,.RKLB260731C62,CALL,62.00,2026-07-31,1.64,945,302,2026-07-29 12:51:09
RKLB,.RKLB260731C65,CALL,65.00,2026-07-31,0.75,1514,1532,2026-07-29 12:51:09
RKLB,.RKLB260731C67,CALL,67.00,2026-07-31,0.40,880,2578,2026-07-29 12:51:09
RKLB,.RKLB260731C70,CALL,70.00,2026-07-31,0.16,6645,6825,2026-07-29 12:51:09
RKLB,.RKLB260731C72,CALL,72.00,2026-07-31,0.10,819,2319,2026-07-29 12:51:09
RKLB,.RKLB260731C79,CALL,79.00,2026-07-31,0.03,581,752,2026-07-29 12:51:09
RKLB,.RKLB260731C80,CALL,80.00,2026-07-31,0.03,518,2350,2026-07-29 12:51:09
RKLB,.RKLB260807C65,CALL,65.00,2026-08-07,2.36,1440,2303,2026-07-29 12:51:09
RKLB,.RKLB260814C65,CALL,65.00,2026-08-14,4.00,713,894,2026-07-29 12:51:09
RKLB,.RKLB260821C100,CALL,100.00,2026-08-21,0.36,936,5422,2026-07-29 12:51:09
RKLB,.RKLB260731P57,PUT,57.00,2026-07-31,0.89,645,307,2026-07-29 12:51:09
RKLB,.RKLB260731P60,PUT,60.00,2026-07-31,1.96,989,2300,2026-07-29 12:51:09
RKLB,.RKLB260821P56,PUT,56.00,2026-08-21,4.40,583,82,2026-07-29 12:51:09
AAPL,.AAPL260729C330,CALL,330.00,2026-07-29,10.76,878,2446,2026-07-29 12:51:09
AAPL,.AAPL260729C335,CALL,335.00,2026-07-29,5.85,1562,2591,2026-07-29 12:51:09
AAPL,.AAPL260729C337.5,CALL,337.50,2026-07-29,3.70,8980,6493,2026-07-29 12:51:09
AAPL,.AAPL260729C340,CALL,340.00,2026-07-29,1.69,39077,10849,2026-07-29 12:51:09
AAPL,.AAPL260729C342.5,CALL,342.50,2026-07-29,0.47,111229,6840,2026-07-29 12:51:09
AAPL,.AAPL260729C345,CALL,345.00,2026-07-29,0.09,168207,16026,2026-07-29 12:51:09
AAPL,.AAPL260729C347.5,CALL,347.50,2026-07-29,0.02,41139,5362,2026-07-29 12:51:09
AAPL,.AAPL260729C350,CALL,350.00,2026-07-29,0.02,43820,8167,2026-07-29 12:51:09
AAPL,.AAPL260729C352.5,CALL,352.50,2026-07-29,0.01,6163,4164,2026-07-29 12:51:09
AAPL,.AAPL260729C355,CALL,355.00,2026-07-29,0.01,2545,2643,2026-07-29 12:51:09
AAPL,.AAPL260729C357.5,CALL,357.50,2026-07-29,0.01,546,1748,2026-07-29 12:51:09
AAPL,.AAPL260731C327.5,CALL,327.50,2026-07-31,15.40,793,1528,2026-07-29 12:51:09
AAPL,.AAPL260731C332.5,CALL,332.50,2026-07-31,11.30,848,1740,2026-07-29 12:51:09
AAPL,.AAPL260731C335,CALL,335.00,2026-07-31,9.61,1021,5324,2026-07-29 12:51:09
AAPL,.AAPL260731C340,CALL,340.00,2026-07-31,6.64,5574,12739,2026-07-29 12:51:09
AAPL,.AAPL260731C342.5,CALL,342.50,2026-07-31,5.40,6811,2790,2026-07-29 12:51:09
AAPL,.AAPL260731C345,CALL,345.00,2026-07-31,4.20,6938,4182,2026-07-29 12:51:09
AAPL,.AAPL260731C347.5,CALL,347.50,2026-07-31,3.25,1667,4158,2026-07-29 12:51:09
AAPL,.AAPL260731C350,CALL,350.00,2026-07-31,2.51,5056,8385,2026-07-29 12:51:09
AAPL,.AAPL260731C352.5,CALL,352.50,2026-07-31,1.79,1843,1452,2026-07-29 12:51:09
AAPL,.AAPL260731C355,CALL,355.00,2026-07-31,1.32,3121,3716,2026-07-29 12:51:09
AAPL,.AAPL260731C357.5,CALL,357.50,2026-07-31,1.01,1947,1631,2026-07-29 12:51:09
AAPL,.AAPL260731C360,CALL,360.00,2026-07-31,0.70,2965,9238,2026-07-29 12:51:09
AAPL,.AAPL260731C362.5,CALL,362.50,2026-07-31,0.50,6381,4140,2026-07-29 12:51:09
AAPL,.AAPL260731C365,CALL,365.00,2026-07-31,0.35,3840,8799,2026-07-29 12:51:09
AAPL,.AAPL260731C367.5,CALL,367.50,2026-07-31,0.24,921,1427,2026-07-29 12:51:09
AAPL,.AAPL260731C370,CALL,370.00,2026-07-31,0.15,1337,2705,2026-07-29 12:51:09
AAPL,.AAPL260731C372.5,CALL,372.50,2026-07-31,0.11,969,387,2026-07-29 12:51:09
AAPL,.AAPL260731C375,CALL,375.00,2026-07-31,0.07,1612,3149,2026-07-29 12:51:09
AAPL,.AAPL260731C385,CALL,385.00,2026-07-31,0.01,639,1496,2026-07-29 12:51:09
AAPL,.AAPL260803C342.5,CALL,342.50,2026-08-03,5.85,732,384,2026-07-29 12:51:09
AAPL,.AAPL260803C345,CALL,345.00,2026-08-03,4.60,1565,582,2026-07-29 12:51:09
AAPL,.AAPL260807C340,CALL,340.00,2026-08-07,8.64,1221,2412,2026-07-29 12:51:09
AAPL,.AAPL260807C345,CALL,345.00,2026-08-07,5.90,686,2200,2026-07-29 12:51:09
AAPL,.AAPL260807C350,CALL,350.00,2026-08-07,4.05,7942,18680,2026-07-29 12:51:09
AAPL,.AAPL260807C355,CALL,355.00,2026-08-07,2.61,706,898,2026-07-29 12:51:09
AAPL,.AAPL260814C350,CALL,350.00,2026-08-14,5.30,965,2379,2026-07-29 12:51:09
AAPL,.AAPL260821C320,CALL,320.00,2026-08-21,24.67,987,22043,2026-07-29 12:51:09
AAPL,.AAPL260821C330,CALL,330.00,2026-08-21,17.43,2996,26963,2026-07-29 12:51:09
AAPL,.AAPL260821C340,CALL,340.00,2026-08-21,11.13,2667,25222,2026-07-29 12:51:09
AAPL,.AAPL260821C342.5,CALL,342.50,2026-08-21,9.70,520,1290,2026-07-29 12:51:09
AAPL,.AAPL260821C345,CALL,345.00,2026-08-21,8.57,2851,43911,2026-07-29 12:51:09
AAPL,.AAPL260821C350,CALL,350.00,2026-08-21,6.47,1793,22738,2026-07-29 12:51:09
AAPL,.AAPL260821C360,CALL,360.00,2026-08-21,3.44,1162,12207,2026-07-29 12:51:09
AAPL,.AAPL260828C360,CALL,360.00,2026-08-28,4.35,545,3352,2026-07-29 12:51:09
AAPL,.AAPL260729P320,PUT,320.00,2026-07-29,0.01,634,13834,2026-07-29 12:51:09
AAPL,.AAPL260729P322.5,PUT,322.50,2026-07-29,0.01,771,4427,2026-07-29 12:51:09
AAPL,.AAPL260729P325,PUT,325.00,2026-07-29,0.01,9955,9942,2026-07-29 12:51:09
AAPL,.AAPL260729P327.5,PUT,327.50,2026-07-29,0.02,7370,4862,2026-07-29 12:51:09
AAPL,.AAPL260729P330,PUT,330.00,2026-07-29,0.02,16074,11689,2026-07-29 12:51:09
AAPL,.AAPL260729P332.5,PUT,332.50,2026-07-29,0.05,10077,5289,2026-07-29 12:51:09
AAPL,.AAPL260729P335,PUT,335.00,2026-07-29,0.10,51627,11883,2026-07-29 12:51:09
AAPL,.AAPL260729P337.5,PUT,337.50,2026-07-29,0.28,57406,6769,2026-07-29 12:51:09
AAPL,.AAPL260729P340,PUT,340.00,2026-07-29,0.78,79996,2503,2026-07-29 12:51:09
AAPL,.AAPL260729P342.5,PUT,342.50,2026-07-29,2.09,22399,407,2026-07-29 12:51:09
AAPL,.AAPL260729P345,PUT,345.00,2026-07-29,4.20,5926,157,2026-07-29 12:51:09
AAPL,.AAPL260729P347.5,PUT,347.50,2026-07-29,6.90,611,59,2026-07-29 12:51:09
AAPL,.AAPL260731P295,PUT,295.00,2026-07-31,0.14,1770,4732,2026-07-29 12:51:09
AAPL,.AAPL260731P300,PUT,300.00,2026-07-31,0.18,1118,10438,2026-07-29 12:51:09
AAPL,.AAPL260731P310,PUT,310.00,2026-07-31,0.33,4494,9518,2026-07-29 12:51:09
AAPL,.AAPL260731P312.5,PUT,312.50,2026-07-31,0.43,8397,9786,2026-07-29 12:51:09
AAPL,.AAPL260731P315,PUT,315.00,2026-07-31,0.50,3658,18214,2026-07-29 12:51:09
AAPL,.AAPL260731P317.5,PUT,317.50,2026-07-31,0.62,10024,10415,2026-07-29 12:51:09
AAPL,.AAPL260731P320,PUT,320.00,2026-07-31,0.78,7030,13702,2026-07-29 12:51:09
AAPL,.AAPL260731P322.5,PUT,322.50,2026-07-31,1.06,1466,1411,2026-07-29 12:51:09
AAPL,.AAPL260731P325,PUT,325.00,2026-07-31,1.31,6602,14009,2026-07-29 12:51:09
AAPL,.AAPL260731P327.5,PUT,327.50,2026-07-31,1.80,2214,2479,2026-07-29 12:51:09
AAPL,.AAPL260731P330,PUT,330.00,2026-07-31,2.19,11341,7633,2026-07-29 12:51:09
AAPL,.AAPL260731P332.5,PUT,332.50,2026-07-31,2.93,2241,2250,2026-07-29 12:51:09
AAPL,.AAPL260731P335,PUT,335.00,2026-07-31,3.60,6999,5254,2026-07-29 12:51:09
AAPL,.AAPL260731P337.5,PUT,337.50,2026-07-31,4.57,2666,1104,2026-07-29 12:51:09
AAPL,.AAPL260731P340,PUT,340.00,2026-07-31,5.65,4454,6791,2026-07-29 12:51:09
AAPL,.AAPL260731P342.5,PUT,342.50,2026-07-31,7.04,1838,528,2026-07-29 12:51:09
AAPL,.AAPL260731P350,PUT,350.00,2026-07-31,12.00,1221,4982,2026-07-29 12:51:09
AAPL,.AAPL260803P320,PUT,320.00,2026-08-03,1.20,1045,1344,2026-07-29 12:51:09
AAPL,.AAPL260803P330,PUT,330.00,2026-08-03,2.98,507,798,2026-07-29 12:51:09
AAPL,.AAPL260803P340,PUT,340.00,2026-08-03,6.20,1324,170,2026-07-29 12:51:09
AAPL,.AAPL260807P295,PUT,295.00,2026-08-07,0.30,1136,5030,2026-07-29 12:51:09
AAPL,.AAPL260807P300,PUT,300.00,2026-08-07,0.42,3290,4217,2026-07-29 12:51:09
AAPL,.AAPL260807P320,PUT,320.00,2026-08-07,1.95,1562,1938,2026-07-29 12:51:09
AAPL,.AAPL260807P325,PUT,325.00,2026-08-07,2.74,3672,16421,2026-07-29 12:51:09
AAPL,.AAPL260807P330,PUT,330.00,2026-08-07,3.90,2095,1520,2026-07-29 12:51:09
AAPL,.AAPL260807P335,PUT,335.00,2026-08-07,5.39,512,1158,2026-07-29 12:51:09
AAPL,.AAPL260807P340,PUT,340.00,2026-08-07,7.45,1295,963,2026-07-29 12:51:09
AAPL,.AAPL260814P285,PUT,285.00,2026-08-14,0.34,1009,584,2026-07-29 12:51:09
AAPL,.AAPL260814P300,PUT,300.00,2026-08-14,0.88,1919,1747,2026-07-29 12:51:09
AAPL,.AAPL260814P330,PUT,330.00,2026-08-14,5.16,587,1363,2026-07-29 12:51:09
AAPL,.AAPL260814P337.5,PUT,337.50,2026-08-14,7.70,530,121,2026-07-29 12:51:09
AAPL,.AAPL260814P340,PUT,340.00,2026-08-14,9.00,547,311,2026-07-29 12:51:09
AAPL,.AAPL260821P300,PUT,300.00,2026-08-21,1.25,8268,36282,2026-07-29 12:51:09
AAPL,.AAPL260821P310,PUT,310.00,2026-08-21,2.13,1319,8340,2026-07-29 12:51:09
AAPL,.AAPL260821P315,PUT,315.00,2026-08-21,2.81,1390,17293,2026-07-29 12:51:09
AAPL,.AAPL260821P320,PUT,320.00,2026-08-21,3.61,1955,7786,2026-07-29 12:51:09
AAPL,.AAPL260821P330,PUT,330.00,2026-08-21,6.10,609,8089,2026-07-29 12:51:09
AAPL,.AAPL260821P340,PUT,340.00,2026-08-21,9.75,783,1287,2026-07-29 12:51:09
AAPL,.AAPL260828P300,PUT,300.00,2026-08-28,1.60,1154,1765,2026-07-29 12:51:09
AAPL,.AAPL260828P320,PUT,320.00,2026-08-28,4.25,3049,3365,2026-07-29 12:51:09
AAPL,.AAPL260828P330,PUT,330.00,2026-08-28,6.95,658,693,2026-07-29 12:51:09
META,.META260731C580,CALL,580.00,2026-07-31,30.30,1709,593,2026-07-29 12:51:09
META,.META260731C587.5,CALL,587.50,2026-07-31,26.20,692,55,2026-07-29 12:51:09
META,.META260731C590,CALL,590.00,2026-07-31,25.10,4291,1212,2026-07-29 12:51:09
META,.META260731C592.5,CALL,592.50,2026-07-31,23.75,513,1073,2026-07-29 12:51:09
META,.META260731C595,CALL,595.00,2026-07-31,22.57,2840,466,2026-07-29 12:51:09
META,.META260731C600,CALL,600.00,2026-07-31,20.30,989,3861,2026-07-29 12:51:09
META,.META260731C605,CALL,605.00,2026-07-31,18.30,724,888,2026-07-29 12:51:09
META,.META260731C610,CALL,610.00,2026-07-31,16.25,502,2149,2026-07-29 12:51:09
META,.META260731C612.5,CALL,612.50,2026-07-31,15.10,600,391,2026-07-29 12:51:09
META,.META260731C620,CALL,620.00,2026-07-31,12.85,1229,1984,2026-07-29 12:51:09
META,.META260731C625,CALL,625.00,2026-07-31,11.20,542,1401,2026-07-29 12:51:09
META,.META260731C630,CALL,630.00,2026-07-31,9.90,2152,3063,2026-07-29 12:51:09
META,.META260731C635,CALL,635.00,2026-07-31,8.80,1582,1422,2026-07-29 12:51:09
META,.META260731C640,CALL,640.00,2026-07-31,7.60,1283,2161,2026-07-29 12:51:09
META,.META260807C590,CALL,590.00,2026-08-07,28.25,566,382,2026-07-29 12:51:09
META,.META260814C625,CALL,625.00,2026-08-14,14.66,817,962,2026-07-29 12:51:09
META,.META260821C590,CALL,590.00,2026-08-21,34.00,1902,906,2026-07-29 12:51:09
META,.META260821C600,CALL,600.00,2026-08-21,29.10,2256,7180,2026-07-29 12:51:09
META,.META260821C630,CALL,630.00,2026-08-21,17.70,511,2295,2026-07-29 12:51:09
META,.META260821C650,CALL,650.00,2026-08-21,12.35,938,6448,2026-07-29 12:51:09
META,.META260731P550,PUT,550.00,2026-07-31,7.50,2898,5564,2026-07-29 12:51:09
META,.META260731P560,PUT,560.00,2026-07-31,10.20,1938,1434,2026-07-29 12:51:09
META,.META260731P570,PUT,570.00,2026-07-31,13.59,884,972,2026-07-29 12:51:09
META,.META260731P575,PUT,575.00,2026-07-31,15.30,584,826,2026-07-29 12:51:09
META,.META260731P580,PUT,580.00,2026-07-31,17.45,805,1226,2026-07-29 12:51:09
META,.META260731P585,PUT,585.00,2026-07-31,19.68,794,716,2026-07-29 12:51:09
META,.META260731P587.5,PUT,587.50,2026-07-31,20.90,1952,210,2026-07-29 12:51:09
META,.META260731P590,PUT,590.00,2026-07-31,22.07,3914,2299,2026-07-29 12:51:09
META,.META260803P590,PUT,590.00,2026-08-03,23.20,927,144,2026-07-29 12:51:09
META,.META260807P580,PUT,580.00,2026-08-07,20.67,1164,343,2026-07-29 12:51:09
META,.META260807P590,PUT,590.00,2026-08-07,25.19,599,699,2026-07-29 12:51:09
META,.META260821P550,PUT,550.00,2026-08-21,13.85,784,6731,2026-07-29 12:51:09
META,.META260821P625,PUT,625.00,2026-08-21,52.75,1521,2942,2026-07-29 12:51:09
HD,.HD260731P337.5,PUT,337.50,2026-07-31,3.15,987,96,2026-07-29 12:51:09
HD,.HD260731P340,PUT,340.00,2026-07-31,3.62,537,186,2026-07-29 12:51:09
COST,.COST260731C1000,CALL,1000.00,2026-07-31,1.40,666,723,2026-07-29 12:51:09
COST,.COST260731C1010,CALL,1010.00,2026-07-31,0.65,591,852,2026-07-29 12:51:09
GME,.GME260731C22,CALL,22.00,2026-07-31,0.17,3509,17210,2026-07-29 12:51:09
GME,.GME260731C22.5,CALL,22.50,2026-07-31,0.06,2467,8860,2026-07-29 12:51:09
GME,.GME260731C23,CALL,23.00,2026-07-31,0.04,5003,13407,2026-07-29 12:51:09
GME,.GME260807C22,CALL,22.00,2026-08-07,0.36,1029,3494,2026-07-29 12:51:09
GME,.GME260807C22.5,CALL,22.50,2026-08-07,0.21,681,3457,2026-07-29 12:51:09
GME,.GME260807C23,CALL,23.00,2026-08-07,0.11,853,3108,2026-07-29 12:51:09
GME,.GME260807C24,CALL,24.00,2026-08-07,0.07,678,3472,2026-07-29 12:51:09
GME,.GME260807C25,CALL,25.00,2026-08-07,0.05,690,4010,2026-07-29 12:51:09
GME,.GME260821C23,CALL,23.00,2026-08-21,0.30,918,6516,2026-07-29 12:51:09
GME,.GME260821C25,CALL,25.00,2026-08-21,0.10,977,14452,2026-07-29 12:51:09
IBM,.IBM260731C220,CALL,220.00,2026-07-31,7.80,557,2661,2026-07-29 12:51:09
IBM,.IBM260731C225,CALL,225.00,2026-07-31,4.36,1016,2805,2026-07-29 12:51:09
IBM,.IBM260731C227.5,CALL,227.50,2026-07-31,3.15,707,1050,2026-07-29 12:51:09
IBM,.IBM260731C230,CALL,230.00,2026-07-31,2.26,2223,2045,2026-07-29 12:51:09
IBM,.IBM260731C235,CALL,235.00,2026-07-31,0.91,847,1548,2026-07-29 12:51:09
IBM,.IBM260731C237.5,CALL,237.50,2026-07-31,0.53,1007,1234,2026-07-29 12:51:09
IBM,.IBM260731C240,CALL,240.00,2026-07-31,0.35,605,2534,2026-07-29 12:51:09
IBM,.IBM260731C250,CALL,250.00,2026-07-31,0.09,896,3060,2026-07-29 12:51:09
IBM,.IBM260807C240,CALL,240.00,2026-08-07,2.08,755,978,2026-07-29 12:51:09
IBM,.IBM260807C260,CALL,260.00,2026-08-07,0.33,596,193,2026-07-29 12:51:09
IBM,.IBM260731P215,PUT,215.00,2026-07-31,0.42,629,1524,2026-07-29 12:51:09
IBM,.IBM260731P220,PUT,220.00,2026-07-31,1.15,668,433,2026-07-29 12:51:09
